id,isPartOfCommunity,instanceOfs__taxonomyId,meta.organizationalLevel,review.status__id,review.log,review.reviewer__contactId,befideOrganizationCategories,topLevel__id,parent__id,meta.localId,label.fullName.de,label.fullName.en,label.short.de,label.short.en,description.de,description.en,head.contactsId,head.literal,links.homepage.de,links.homepage.en,location.country.code,location.city,location.lat,location.lng,links.rorId,uniquePeopleCount.professor.physicist.female,uniquePeopleCount.seniorResearcher.physicist.female,uniquePeopleCount.postDoc.physicist.female,uniquePeopleCount.phdStudent.physicist.female,uniquePeopleCount.masterStudent.physicist.female,uniquePeopleCount.bachelorStudent.physicist.female,uniquePeopleCount.professor.physicist.male,uniquePeopleCount.professor.physicist.nonbinary,uniquePeopleCount.professor.engineer.female,uniquePeopleCount.professor.other.female,uniquePeopleCount.professor.engineer.male,uniquePeopleCount.professor.other.male,uniquePeopleCount.professor.engineer.nonbinary,uniquePeopleCount.professor.other.nonbinary,uniquePeopleCount.seniorResearcher.other.female,uniquePeopleCount.seniorResearcher.engineer.nonbinary,uniquePeopleCount.seniorResearcher.engineer.male,uniquePeopleCount.seniorResearcher.engineer.female,uniquePeopleCount.seniorResearcher.physicist.nonbinary,uniquePeopleCount.seniorResearcher.physicist.male,uniquePeopleCount.seniorResearcher.other.nonbinary,uniquePeopleCount.seniorResearcher.other.male,uniquePeopleCount.postDoc.other.nonbinary,uniquePeopleCount.postDoc.other.male,uniquePeopleCount.postDoc.other.female,uniquePeopleCount.postDoc.engineer.nonbinary,uniquePeopleCount.postDoc.engineer.male,uniquePeopleCount.postDoc.engineer.female,uniquePeopleCount.postDoc.physicist.nonbinary,uniquePeopleCount.postDoc.physicist.male,uniquePeopleCount.phdStudent.other.nonbinary,uniquePeopleCount.phdStudent.other.male,uniquePeopleCount.phdStudent.other.female,uniquePeopleCount.phdStudent.engineer.nonbinary,uniquePeopleCount.phdStudent.engineer.male,uniquePeopleCount.phdStudent.engineer.female,uniquePeopleCount.phdStudent.physicist.nonbinary,uniquePeopleCount.phdStudent.physicist.male,uniquePeopleCount.masterStudent.other.nonbinary,uniquePeopleCount.masterStudent.other.male,uniquePeopleCount.masterStudent.other.female,uniquePeopleCount.masterStudent.engineer.nonbinary,uniquePeopleCount.masterStudent.engineer.male,uniquePeopleCount.masterStudent.engineer.female,uniquePeopleCount.masterStudent.physicist.nonbinary,uniquePeopleCount.masterStudent.physicist.male,uniquePeopleCount.bachelorStudent.other.nonbinary,uniquePeopleCount.bachelorStudent.other.male,uniquePeopleCount.bachelorStudent.other.female,uniquePeopleCount.bachelorStudent.engineer.male,uniquePeopleCount.bachelorStudent.engineer.nonbinary,uniquePeopleCount.bachelorStudent.engineer.female,uniquePeopleCount.bachelorStudent.physicist.nonbinary,uniquePeopleCount.bachelorStudent.physicist.male,facilities__facilitiesId,uniquePeopleCountSum.female,uniquePeopleCountSum.male,uniquePeopleCountSum.nonbinary,uniquePeopleCountSum.physicist,uniquePeopleCountSum.engineer,uniquePeopleCountSum.total,uniquePeopleCountSum.other,courses,uniquePeopleCountSum.professor,uniquePeopleCountSum.seniorResearcher,uniquePeopleCountSum.postDoc,uniquePeopleCountSum.phdStudent,uniquePeopleCountSum.masterStudent,uniquePeopleCountSum.bachelorStudent
cern/ats/be/abp/ndc,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/abp/,ndc,Sektion: Nichtlineare Dynamik und Kollimation,Section: Non-Linear Dynamics and Collimation,ATS-BE-ABP-NDC,ATS-BE-ABP-NDC,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/asr/rl,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/asr/,rl,Sektion: Ressourcen und Logistik,Section: Resources & Logistics (RL),ATS-BE-ASR-RL,ATS-BE-ASR-RL,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/gta,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,gta,Abschnitt: GUI-Technologien & Anwendungen,Section: GUI Technologies & Applications,ATS-BE-CSS-GTA,ATS-BE-CSS-GTA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/asr/su,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/asr/,su,Sektion:  Sicherheit,Section: Safety Unit,ATS-BE-ASR-SU,ATS-BE-ASR-SU,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/isa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,isa,Sektion: Infrastruktur und Systemverwaltung,Section: Infrastructure & System Administration,ATS-BE-CSS-ISA,ATS-BE-CSS-ISA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,cem,Gruppe: Steuerungselektronik und Mechatronik,Group: Controls Electronics and Mechatronics,ATS-BE-CEM,ATS-BE-CEM,,,,,,https://be-dep-cem.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/set,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,set,Sektion: Softwaretechnik-Technologien,Section: Software Engineering Technologies,ATS-BE-CSS-SET,ATS-BE-CSS-SET,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/edm,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/cem/,edm,Sektion: Elektronikdesign und Low-Level-Software,Section: Electronics Design & Low level software,ATS-BE-CEM-EDM,ATS-BE-CEM-EDM,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/dsb,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,dsb,Sektion: Datenwissenschaft für den Strahlbetrieb,Section: Data Science for Beam Operation,ATS-BE-CSS-DSB,ATS-BE-CSS-DSB,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ea,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,ea,Gruppe: Experimentelle Bereiche,Group: Experimental Areas,ATS-BE-EA,ATS-BE-EA,,,,,,https://be-dep-ea.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/epr,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/cem/,epr,Sektion: Elektronikproduktion & Strahlungstoleranz,Section: Electronics Production & Radiation Tolerant,ATS-BE-CEM-EPR,ATS-BE-CEM-EPR,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/gm/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,gm,Gruppe: Geodätische Metrologie,Group: Geodetic Metrology,ATS-BE-GM,ATS-BE-GM,,,,,,https://be-dep-gm.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/in,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/cem/,in,Sektion: Infrastruktur,Section: Infrastructure,ATS-BE-CEM-IN,ATS-BE-CEM-IN,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/gm/asg,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/gm/,asg,Sektion: Beschleunigungsvermessung und geodätische Messungen,Section: Accelerator Surveying and Geodetic measurements,ATS-BE-GM-ASG,ATS-BE-GM-ASG,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/mro,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/cem/,mro,Sektion: Mechatronik,"Section: Mechatronics, Robotics & Operation",ATS-BE-CEM-MRO,ATS-BE-CEM-MRO,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/gm/apc,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/gm/,apc,Sektion: Software für Erfassung,"Section: Acquisition, Processing and data Control Software",ATS-BE-GM-APC,ATS-BE-GM-APC,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/cem/mta,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/cem/,mta,Sektion: Messung,"Section: Measurement, Test & Analysis",ATS-BE-CEM-MTA,ATS-BE-CEM-MTA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/gm/esa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/gm/,esa,Sektion: Experiment-Vermessung und -Ausrichtung ,Section: Experiment Surveying and Alignment ,ATS-BE-GM-ESA,ATS-BE-GM-ESA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,css,Gruppe: Steuerungssoftware & Dienstleistungen,Group: Controls Software & Services,ATS-BE-CSS,ATS-BE-CSS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/gm/hpa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/gm/,hpa,Sektion: Hochpräzise Ausrichttechnologien,Section: High Precision Alignment technologies,ATS-BE-GM-HPA,ATS-BE-GM-HPA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/cpa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,cpa,Bereich: Kommunikation,"Section: Communication, Processing & Archival",ATS-BE-CSS-CPA,ATS-BE-CSS-CPA,,,,,,https://be-dep-css.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,ics,Gruppe: Industrielle Kontrollsysteme,Group: Industrial Control Systems,ATS-BE-ICS,ATS-BE-ICS,,,,,,https://be-dep-ics.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/css/csa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/css/,csa,Bereich: Konfiguration,"Section: Configuration, Settings & Automation",ATS-BE-CSS-CSA,ATS-BE-CSS-CSA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/ecs,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/ics/,ecs,Sektion: Engineering von Steuerungssystemen,Section: Engineering of Control Systems,ATS-BE-ICS-ECS,ATS-BE-ICS-ECS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/stf,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/ics/,stf,Sektion: SCADA-Technologien und -Rahmenwerke,Section: SCADA Technologies and Frameworks,ATS-BE-ICS-STF,ATS-BE-ICS-STF,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/acs,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/ics/,acs,Sektion: Automatische Steuerung und Sicherheit,Section: Automatic Control and Safety,ATS-BE-ICS-ACS,ATS-BE-ICS-ACS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/sas,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/ics/,sas,Sektion: SCADA-Anwendungen und Servicemanagement,Section: SCADA Applications and Service management,ATS-BE-ICS-SAS,ATS-BE-ICS-SAS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/ics/tma,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/ics/,tma,Abschnitt: Werkzeuge und Middleware für die Automatisierung,Section: Tools and Middleware for Automation,ATS-BE-ICS-TMA,ATS-BE-ICS-TMA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/,op,Gruppe: Operationen,Group: Ooperations,ATS-BE-OP,ATS-BE-OP,,,,,,https://be-dep-op.web.cern.ch/,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/psb,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/op/,psb,Abschnitt: LINAC4 & PSB Betrieb,Section: LINAC4 & PSB Operation,ATS-BE-OP-PSB,ATS-BE-OP-PSB,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/ps,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/op/,ps,Abschnitt: PS Betrieb & AD/ELENA Backup Betrieb,Section: PS Operation & AD/ELENA Backup Operation,ATS-BE-OP-PS,ATS-BE-OP-PS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/ad,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/op/,ad,Sektion: AD & ELENA Betrieb,Section: AD & ELENA Operation,ATS-BE-OP-AD,ATS-BE-OP-AD,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/sps,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/op/,sps,Sektion: SPS- & LEIR-Betrieb,Section: SPS & LEIR Operation,ATS-BE-OP-SPS,ATS-BE-OP-SPS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/be/op/iso,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/be/op/,iso,Abschnitt: ISOLDE Betrieb,Section: ISOLDE Operation,ATS-BE-OP-ISO,ATS-BE-OP-ISO,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/aa,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,aa,Gruppe: Zugang & Alarm,Group: Access & Alarm,ATS-EN-AA,ATS-EN-AA,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/ace,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,ace,Gruppe: Beschleunigerkoordination und Technik,Group: Accelerator Coordination and Engineering,ATS-EN-ACE,ATS-EN-ACE,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/cv,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,cv,Gruppe: Kühlung und Belüftung,Group: Cooling and Ventilation,ATS-EN-CV,ATS-EN-CV,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/el,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,el,Gruppe: Elektrotechnik,Group: Electrical Engineering,ATS-EN-EL,ATS-EN-EL,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/he,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,he,Gruppe: Handhabungstechnik,Group: Handling Engineering,ATS-EN-HE,ATS-EN-HE,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/im,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,im,Gruppe: Informationsmanagement,Group: Information Management,ATS-EN-IM,ATS-EN-IM,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/mme,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,mme,Gruppe: Maschinenbau und Werkstofftechnik,Group: Mechanical and Materials Engineering,ATS-EN-MME,ATS-EN-MME,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/en/pas,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/en/,pas,Gruppe: Planung,Group: Planning Administration & Safety,ATS-EN-PAS,ATS-EN-PAS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/as/,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/,as,Abteilung: Beschleunigersysteme,Department: Accelerator Systems,ATS-AS,ATS-AS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/as/bt,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/as/,bt,Gruppe: Strahlübertragung,Group: Beam Transfer,ATS-AS-BT,ATS-AS-BT,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/as/bi,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/as/,bi,Gruppe: Strahlinstrumentierung,Group: Beam Instrumentation,ATS-AS-BI,ATS-AS-BI,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
cern/ats/as/pc,true,generic/organization/formal-organization/sub-department,,01: preparation,,,international,cern,cern/ats/as/,pc,Gruppe: Leistungsumwandler,Group: Power Converters,ATS-AS-PC,ATS-AS-PC,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
